game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
200703200CHA,2007,CHA,CLE,13,13,Adam Morrison,Alan Anderson,Jeff McInnis,Primoz Brezec,Walter Herrmann,Anderson Varejao,Daniel Gibson,Donyell Marshall,Eric Snow,Larry Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,14,15,Adam Morrison,Alan Anderson,Jake Voskuhl,Jeff McInnis,Walter Herrmann,Anderson Varejao,Daniel Gibson,Donyell Marshall,Eric Snow,Larry Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,16,18,Alan Anderson,Gerald Wallace,Jake Voskuhl,Jeff McInnis,Matt Carroll,Anderson Varejao,Eric Snow,LeBron James,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,19,19,Gerald Wallace,Jake Voskuhl,Matt Carroll,Othella Harrington,Raymond Felton,Anderson Varejao,Eric Snow,LeBron James,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,20,20,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Walter Herrmann,Anderson Varejao,Eric Snow,LeBron James,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,21,24,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Walter Herrmann,Drew Gooden,Larry Hughes,LeBron James,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,25,27,Gerald Wallace,Jake Voskuhl,Matt Carroll,Primoz Brezec,Raymond Felton,Drew Gooden,Larry Hughes,LeBron James,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,28,30,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Walter Herrmann,Drew Gooden,Larry Hughes,LeBron James,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,31,32,Gerald Wallace,Matt Carroll,Primoz Brezec,Raymond Felton,Walter Herrmann,Anderson Varejao,Drew Gooden,Eric Snow,Larry Hughes,LeBron James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,33,34,Adam Morrison,Gerald Wallace,Primoz Brezec,Raymond Felton,Walter Herrmann,Anderson Varejao,Drew Gooden,Eric Snow,Larry Hughes,LeBron James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,35,35,Adam Morrison,Alan Anderson,Primoz Brezec,Raymond Felton,Walter Herrmann,Anderson Varejao,Daniel Gibson,Donyell Marshall,Eric Snow,LeBron James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,36,36,Adam Morrison,Alan Anderson,Matt Carroll,Raymond Felton,Walter Herrmann,Anderson Varejao,Daniel Gibson,Eric Snow,Ira Newble,LeBron James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,37,38,Adam Morrison,Gerald Wallace,Jake Voskuhl,Jeff McInnis,Walter Herrmann,Anderson Varejao,Daniel Gibson,Eric Snow,LeBron James,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,39,41,Adam Morrison,Gerald Wallace,Jake Voskuhl,Jeff McInnis,Walter Herrmann,Anderson Varejao,Eric Snow,Larry Hughes,Sasha Pavlovic,Zydrunas Ilgauskas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,42,42,Adam Morrison,Gerald Wallace,Jeff McInnis,Matt Carroll,Walter Herrmann,Anderson Varejao,Eric Snow,Larry Hughes,LeBron James,Sasha Pavlovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703200CHA,2007,CHA,CLE,43,47,Adam Morrison,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,Anderson Varejao,Eric Snow,Larry Hughes,LeBron James,Sasha Pavlovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703210BOS,2007,BOS,CHA,0,4,Al Jefferson,Brian Scalabrine,Delonte West,Kendrick Perkins,Paul Pierce,Adam Morrison,Gerald Wallace,Matt Carroll,Primoz Brezec,Raymond Felton,7,2,4,7,4,0,0,1,0,0,5,4,1,2,8,0.5714285714285714,0.5714285714285714,0.0,11,0,4,7,3,4,1,1,0,0,5,2,3,0,9,0.36363636363636365,0.42857142857142855,0.25,-1
200703210BOS,2007,BOS,CHA,5,10,Al Jefferson,Brian Scalabrine,Delonte West,Kendrick Perkins,Paul Pierce,Adam Morrison,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,10,4,7,7,5,3,2,7,0,0,8,7,1,1,16,0.7,0.7142857142857143,0.6666666666666666,13,0,5,12,5,1,0,4,1,0,4,3,1,2,10,0.38461538461538464,0.4166666666666667,0.0,1
200703210BOS,2007,BOS,CHA,11,11,Al Jefferson,Brian Scalabrine,Delonte West,Kendrick Perkins,Paul Pierce,Alan Anderson,Gerald Wallace,Jeff McInnis,Matt Carroll,Walter Herrmann,2,0,1,2,1,0,0,1,0,0,2,2,0,0,2,0.5,0.5,0.0,2,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,1
200703210BOS,2007,BOS,CHA,12,12,Al Jefferson,Delonte West,Gerald Green,Kendrick Perkins,Rajon Rondo,Alan Anderson,Gerald Wallace,Jeff McInnis,Matt Carroll,Walter Herrmann,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,2,2,2,0,0,2,0,0,1,1,0,0,4,1.0,1.0,0.0,-1
200703210BOS,2007,BOS,CHA,13,15,Allan Ray,Gerald Green,Leon Powe,Rajon Rondo,Ryan Gomes,Alan Anderson,Brevin Knight,Jake Voskuhl,Jeff McInnis,Walter Herrmann,6,4,2,6,2,0,0,1,1,1,4,1,3,1,4,0.3333333333333333,0.3333333333333333,0.0,3,1,2,3,2,0,0,0,0,1,2,2,0,2,4,0.6666666666666666,0.6666666666666666,0.0,-1
200703210BOS,2007,BOS,CHA,16,18,Allan Ray,Gerald Green,Leon Powe,Rajon Rondo,Ryan Gomes,Brevin Knight,Gerald Wallace,Jake Voskuhl,Matt Carroll,Walter Herrmann,1,4,0,1,0,0,0,0,0,2,4,3,1,3,0,0.0,0.0,0.0,3,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0.0,0.0,0.0,-1
200703210BOS,2007,BOS,CHA,19,19,Allan Ray,Gerald Green,Leon Powe,Rajon Rondo,Ryan Gomes,Adam Morrison,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,2,0,1,0,0,2,1,1,0,0,1,1,0,0,3,0.5,0.0,0.5,-1
200703210BOS,2007,BOS,CHA,20,20,Al Jefferson,Delonte West,Leon Powe,Paul Pierce,Rajon Rondo,Adam Morrison,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,2,2,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
200703210BOS,2007,BOS,CHA,21,21,Al Jefferson,Delonte West,Kendrick Perkins,Paul Pierce,Rajon Rondo,Adam Morrison,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,2,0,2,2,2,0,0,2,0,0,1,1,0,0,4,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
200703210BOS,2007,BOS,CHA,22,24,Al Jefferson,Delonte West,Kendrick Perkins,Paul Pierce,Rajon Rondo,Adam Morrison,Gerald Wallace,Matt Carroll,Raymond Felton,Ryan Hollins,3,4,1,3,1,0,0,1,0,1,5,4,1,1,2,0.3333333333333333,0.3333333333333333,0.0,6,0,2,3,1,3,1,2,0,0,1,1,0,1,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,-1
200703210BOS,2007,BOS,CHA,25,27,Al Jefferson,Brian Scalabrine,Delonte West,Kendrick Perkins,Paul Pierce,Gerald Wallace,Matt Carroll,Primoz Brezec,Raymond Felton,Walter Herrmann,4,2,0,4,0,0,0,0,0,1,5,3,2,3,0,0.0,0.0,0.0,5,0,2,3,2,2,0,1,0,0,2,2,0,0,4,0.4,0.6666666666666666,0.0,-1
200703210BOS,2007,BOS,CHA,28,30,Al Jefferson,Brian Scalabrine,Delonte West,Kendrick Perkins,Paul Pierce,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Walter Herrmann,6,0,4,5,4,1,0,1,0,0,3,2,1,1,8,0.6666666666666666,0.8,0.0,4,2,2,4,2,0,0,1,1,0,2,1,1,1,4,0.5,0.5,0.0,1
200703210BOS,2007,BOS,CHA,31,31,Al Jefferson,Delonte West,Kendrick Perkins,Paul Pierce,Rajon Rondo,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Walter Herrmann,1,2,0,1,0,0,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,4,0,0,2,0,2,0,0,1,0,3,1,2,1,0,0.0,0.0,0.0,-1
200703210BOS,2007,BOS,CHA,32,32,Al Jefferson,Delonte West,Kendrick Perkins,Paul Pierce,Rajon Rondo,Adam Morrison,Gerald Wallace,Jake Voskuhl,Raymond Felton,Walter Herrmann,2,1,1,2,1,0,0,0,1,0,2,0,2,1,2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
200703210BOS,2007,BOS,CHA,33,33,Al Jefferson,Delonte West,Gerald Green,Kendrick Perkins,Rajon Rondo,Adam Morrison,Brevin Knight,Gerald Wallace,Jake Voskuhl,Jeff McInnis,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,2,0,2,1,1,1,1,2,0,0,1,1,0,0,5,1.0,1.0,1.0,-1
200703210BOS,2007,BOS,CHA,34,36,Al Jefferson,Delonte West,Gerald Green,Rajon Rondo,Ryan Gomes,Adam Morrison,Alan Anderson,Brevin Knight,Jeff McInnis,Walter Herrmann,6,0,1,5,1,1,0,1,0,1,3,2,1,1,2,0.16666666666666666,0.2,0.0,5,4,2,4,2,1,0,0,1,2,5,4,1,1,4,0.4,0.5,0.0,-1
200703210BOS,2007,BOS,CHA,37,37,Allan Ray,Gerald Green,Leon Powe,Rajon Rondo,Ryan Gomes,Alan Anderson,Brevin Knight,Gerald Wallace,Jeff McInnis,Walter Herrmann,2,0,0,1,0,1,0,0,0,0,3,2,1,1,0,0.0,0.0,0.0,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,-1
200703210BOS,2007,BOS,CHA,38,38,Allan Ray,Gerald Green,Leon Powe,Ryan Gomes,Sebastian Telfair,Alan Anderson,Brevin Knight,Gerald Wallace,Jeff McInnis,Walter Herrmann,2,2,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,1
200703210BOS,2007,BOS,CHA,39,42,Allan Ray,Gerald Green,Leon Powe,Ryan Gomes,Sebastian Telfair,Alan Anderson,Brevin Knight,Gerald Wallace,Matt Carroll,Raymond Felton,5,0,0,4,0,1,0,0,0,2,2,0,2,2,0,0.0,0.0,0.0,5,2,5,3,3,2,2,4,0,1,4,3,1,0,12,1.0,1.0,1.0,-1
200703210BOS,2007,BOS,CHA,43,45,Al Jefferson,Brian Scalabrine,Delonte West,Gerald Green,Rajon Rondo,Alan Anderson,Brevin Knight,Gerald Wallace,Matt Carroll,Raymond Felton,7,0,3,6,3,1,0,1,0,0,3,1,2,1,6,0.42857142857142855,0.5,0.0,5,3,2,4,1,1,1,2,2,0,4,2,2,1,5,0.4,0.25,1.0,1
200703210BOS,2007,BOS,CHA,46,47,Al Jefferson,Allan Ray,Delonte West,Gerald Green,Rajon Rondo,Alan Anderson,Brevin Knight,Gerald Wallace,Matt Carroll,Raymond Felton,5,2,1,3,1,2,0,1,0,0,2,1,1,1,2,0.2,0.3333333333333333,0.0,2,4,2,2,2,0,0,1,0,2,3,3,0,2,4,1.0,1.0,0.0,-1
200703230PHI,2007,PHI,CHA,0,8,Andre Miller,Rodney Carney,Samuel Dalembert,Steven Hunter,Willie Green,Adam Morrison,Gerald Wallace,Matt Carroll,Primoz Brezec,Raymond Felton,16,1,12,14,10,2,2,7,0,0,7,5,2,4,26,0.75,0.7142857142857143,1.0,13,0,7,10,7,3,0,3,0,0,3,2,1,5,14,0.5384615384615384,0.7,0.0,1
200703230PHI,2007,PHI,CHA,9,9,Andre Miller,Rodney Carney,Samuel Dalembert,Steven Hunter,Willie Green,Brevin Knight,Gerald Wallace,Jake Voskuhl,Matt Carroll,Walter Herrmann,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,2,1,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
200703230PHI,2007,PHI,CHA,10,11,Andre Miller,Joe Smith,Kyle Korver,Samuel Dalembert,Willie Green,Brevin Knight,Gerald Wallace,Jake Voskuhl,Matt Carroll,Walter Herrmann,4,0,4,4,4,0,0,3,0,0,1,1,0,0,8,1.0,1.0,0.0,4,0,2,4,2,0,0,2,1,1,1,0,1,0,4,0.5,0.5,0.0,1
200703230PHI,2007,PHI,CHA,12,12,Andre Miller,Joe Smith,Kyle Korver,Samuel Dalembert,Willie Green,Adam Morrison,Alan Anderson,Brevin Knight,Jake Voskuhl,Walter Herrmann,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,2,1,1,2,1,0,0,1,0,0,1,0,1,0,2,0.5,0.5,0.0,-1
200703230PHI,2007,PHI,CHA,13,13,Joe Smith,Kyle Korver,Lou Williams,Steven Hunter,Willie Green,Adam Morrison,Alan Anderson,Brevin Knight,Jake Voskuhl,Walter Herrmann,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,1,0,1,1,1,0,0,1,1,0,0,3,0.5,0.0,1.0,-1
200703230PHI,2007,PHI,CHA,14,15,Joe Smith,Kyle Korver,Lou Williams,Rodney Carney,Steven Hunter,Adam Morrison,Alan Anderson,Brevin Knight,Jake Voskuhl,Walter Herrmann,2,0,2,2,2,0,0,1,0,0,1,1,0,1,4,1.0,1.0,0.0,1,4,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,1
200703230PHI,2007,PHI,CHA,16,16,Joe Smith,Kyle Korver,Lou Williams,Rodney Carney,Steven Hunter,Adam Morrison,Alan Anderson,Brevin Knight,Gerald Wallace,Jake Voskuhl,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,1,1,1,0,0,1,0,0,2,1,1,0,2,1.0,1.0,0.0,-1
200703230PHI,2007,PHI,CHA,17,17,Joe Smith,Kyle Korver,Lou Williams,Rodney Carney,Willie Green,Adam Morrison,Alan Anderson,Brevin Knight,Gerald Wallace,Matt Carroll,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,2,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1
200703230PHI,2007,PHI,CHA,18,18,Andre Miller,Joe Smith,Kyle Korver,Rodney Carney,Willie Green,Adam Morrison,Alan Anderson,Brevin Knight,Gerald Wallace,Matt Carroll,2,0,1,1,0,1,1,1,1,1,2,2,0,0,3,0.5,0.0,1.0,2,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
200703230PHI,2007,PHI,CHA,19,20,Andre Miller,Joe Smith,Kyle Korver,Rodney Carney,Willie Green,Alan Anderson,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,3,3,2,2,1,1,1,1,0,0,2,2,0,1,5,0.6666666666666666,0.5,1.0,3,3,2,3,2,0,0,2,0,0,1,1,0,0,4,0.6666666666666666,0.6666666666666666,0.0,1
200703230PHI,2007,PHI,CHA,21,21,Andre Miller,Kyle Korver,Rodney Carney,Steven Hunter,Willie Green,Alan Anderson,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
200703230PHI,2007,PHI,CHA,22,24,Andre Miller,Bobby Jones,Kyle Korver,Rodney Carney,Steven Hunter,Gerald Wallace,Jeff McInnis,Matt Carroll,Raymond Felton,Walter Herrmann,7,4,4,7,4,0,0,2,0,1,6,3,3,0,8,0.5714285714285714,0.5714285714285714,0.0,6,2,2,6,2,0,0,1,1,0,2,1,1,1,4,0.3333333333333333,0.3333333333333333,0.0,1
200703230PHI,2007,PHI,CHA,25,28,Andre Miller,Rodney Carney,Samuel Dalembert,Steven Hunter,Willie Green,Adam Morrison,Brevin Knight,Gerald Wallace,Matt Carroll,Raymond Felton,5,0,1,5,1,0,0,0,1,0,5,3,2,5,2,0.2,0.2,0.0,8,3,4,7,4,1,0,2,0,0,3,2,1,1,8,0.5,0.5714285714285714,0.0,-1
200703230PHI,2007,PHI,CHA,29,29,Andre Miller,Joe Smith,Kyle Korver,Rodney Carney,Willie Green,Adam Morrison,Brevin Knight,Gerald Wallace,Matt Carroll,Raymond Felton,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,1,1,1,0,0,2,0.5,0.5,0.0,-1
200703230PHI,2007,PHI,CHA,30,32,Andre Miller,Joe Smith,Kyle Korver,Lou Williams,Rodney Carney,Adam Morrison,Brevin Knight,Gerald Wallace,Matt Carroll,Raymond Felton,6,0,4,5,4,1,0,3,0,0,3,1,2,2,8,0.6666666666666666,0.8,0.0,5,4,2,2,0,3,2,2,1,1,3,0,3,1,6,0.4,0.0,0.6666666666666666,1
200703230PHI,2007,PHI,CHA,33,33,Andre Miller,Joe Smith,Kyle Korver,Lou Williams,Rodney Carney,Adam Morrison,Alan Anderson,Gerald Wallace,Raymond Felton,Walter Herrmann,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,-1
200703230PHI,2007,PHI,CHA,34,35,Joe Smith,Kevin Ollie,Kyle Korver,Lou Williams,Rodney Carney,Adam Morrison,Alan Anderson,Gerald Wallace,Raymond Felton,Walter Herrmann,3,2,1,2,1,1,0,1,0,0,5,3,2,1,2,0.3333333333333333,0.5,0.0,6,0,1,4,1,2,0,0,0,0,4,1,3,0,2,0.16666666666666666,0.25,0.0,-1
200703230PHI,2007,PHI,CHA,36,36,Joe Smith,Kevin Ollie,Kyle Korver,Lou Williams,Samuel Dalembert,Adam Morrison,Alan Anderson,Matt Carroll,Raymond Felton,Walter Herrmann,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,2,1.0,1.0,0.0,-1
200703230PHI,2007,PHI,CHA,37,41,Andre Miller,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Alan Anderson,Brevin Knight,Gerald Wallace,Matt Carroll,Walter Herrmann,10,0,5,9,5,1,0,3,0,0,6,6,0,0,10,0.5,0.5555555555555556,0.0,8,2,2,4,1,4,1,1,1,1,6,5,1,1,5,0.25,0.25,0.25,1
200703230PHI,2007,PHI,CHA,42,45,Andre Miller,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Adam Morrison,Brevin Knight,Gerald Wallace,Jeff McInnis,Walter Herrmann,5,4,2,4,2,1,0,2,1,0,5,3,2,1,4,0.4,0.5,0.0,6,4,3,5,2,1,1,3,0,0,3,3,0,0,7,0.5,0.4,1.0,-1
200703230PHI,2007,PHI,CHA,46,47,Andre Miller,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Adam Morrison,Alan Anderson,Jeff McInnis,Ryan Hollins,Walter Herrmann,5,0,2,5,2,0,0,0,0,0,3,2,1,0,4,0.4,0.4,0.0,2,4,1,1,1,1,0,1,0,0,3,2,1,0,2,0.5,1.0,0.0,1
200703280CHA,2007,CHA,ATL,0,7,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Walter Herrmann,Anthony Johnson,Josh Childress,Josh Smith,Marvin Williams,Zaza Pachulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,8,9,Adam Morrison,Emeka Okafor,Gerald Wallace,Matt Carroll,Raymond Felton,Josh Childress,Josh Smith,Marvin Williams,Tyronn Lue,Zaza Pachulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,10,12,Adam Morrison,Alan Anderson,Brevin Knight,Emeka Okafor,Gerald Wallace,Josh Childress,Josh Smith,Lorenzen Wright,Salim Stoudamire,Tyronn Lue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,13,13,Adam Morrison,Alan Anderson,Brevin Knight,Emeka Okafor,Walter Herrmann,Josh Childress,Lorenzen Wright,Marvin Williams,Salim Stoudamire,Tyronn Lue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,14,14,Adam Morrison,Brevin Knight,Emeka Okafor,Raymond Felton,Walter Herrmann,Josh Childress,Lorenzen Wright,Marvin Williams,Salim Stoudamire,Tyronn Lue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,15,15,Adam Morrison,Brevin Knight,Gerald Wallace,Raymond Felton,Walter Herrmann,Josh Childress,Lorenzen Wright,Marvin Williams,Salim Stoudamire,Tyronn Lue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,16,16,Adam Morrison,Brevin Knight,Gerald Wallace,Primoz Brezec,Raymond Felton,Anthony Johnson,Josh Smith,Lorenzen Wright,Marvin Williams,Salim Stoudamire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,17,18,Adam Morrison,Gerald Wallace,Matt Carroll,Primoz Brezec,Raymond Felton,Anthony Johnson,Josh Childress,Josh Smith,Lorenzen Wright,Marvin Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,19,19,Adam Morrison,Gerald Wallace,Matt Carroll,Primoz Brezec,Raymond Felton,Anthony Johnson,Josh Childress,Josh Smith,Marvin Williams,Zaza Pachulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,20,21,Brevin Knight,Emeka Okafor,Gerald Wallace,Matt Carroll,Raymond Felton,Anthony Johnson,Josh Childress,Josh Smith,Marvin Williams,Zaza Pachulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,22,24,Brevin Knight,Emeka Okafor,Gerald Wallace,Matt Carroll,Raymond Felton,Anthony Johnson,Josh Childress,Josh Smith,Lorenzen Wright,Marvin Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200703280CHA,2007,CHA,ATL,25,28,Emeka Okafor,Gerald Wallace,Matt Carroll,Raymond Felton,Walter Herrmann,Anthony Johnson,Josh Childress,Josh Smith,Marvin Williams,Zaza Pachulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
