game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
200611300MIA,2007,MIA,DET,15,16,Antoine Walker,James Posey,Jason Kapono,Jason Williams,Michael Doleac,Antonio McDyess,Dale Davis,Lindsey Hunter,Ronald Murray,Tayshaun Prince,6,0,1,5,1,1,0,0,1,0,3,2,1,0,2,0.16666666666666666,0.2,0.0,2,4,1,2,1,0,0,0,0,2,4,4,0,0,2,0.5,0.5,0.0,-1
200611300MIA,2007,MIA,DET,17,17,Antoine Walker,Dwyane Wade,James Posey,Jason Kapono,Michael Doleac,Antonio McDyess,Carlos Delfino,Dale Davis,Lindsey Hunter,Ronald Murray,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0.5,1.0,0.0,-1
200611300MIA,2007,MIA,DET,18,20,Alonzo Mourning,Dwyane Wade,James Posey,Jason Kapono,Udonis Haslem,Antonio McDyess,Carlos Delfino,Chauncey Billups,Rasheed Wallace,Ronald Murray,4,0,3,2,1,2,2,3,0,0,2,2,0,1,8,0.75,0.5,1.0,6,1,3,5,3,1,0,2,0,0,2,1,1,0,6,0.5,0.6,0.0,1
200611300MIA,2007,MIA,DET,21,23,Alonzo Mourning,Dwyane Wade,Gary Payton,James Posey,Udonis Haslem,Antonio McDyess,Carlos Delfino,Chauncey Billups,Rasheed Wallace,Ronald Murray,4,1,1,4,1,0,0,1,1,0,2,2,0,0,2,0.25,0.25,0.0,3,4,1,2,0,1,1,1,0,2,6,3,3,1,3,0.3333333333333333,0.0,1.0,-1
200611300MIA,2007,MIA,DET,24,24,Alonzo Mourning,Dorell Wright,Dwyane Wade,Gary Payton,Udonis Haslem,Antonio McDyess,Carlos Delfino,Chauncey Billups,Rasheed Wallace,Ronald Murray,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,2,2,0,0,2,0.5,0.5,0.0,-1
200611300MIA,2007,MIA,DET,25,31,Alonzo Mourning,Dorell Wright,Dwyane Wade,Gary Payton,Udonis Haslem,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,9,7,4,9,4,0,0,2,0,0,4,2,2,1,8,0.4444444444444444,0.4444444444444444,0.0,9,8,4,7,4,2,0,3,0,2,11,5,6,2,8,0.4444444444444444,0.5714285714285714,0.0,-1
200611300MIA,2007,MIA,DET,32,32,Alonzo Mourning,Dorell Wright,Dwyane Wade,Gary Payton,Udonis Haslem,Antonio McDyess,Chauncey Billups,Nazr Mohammed,Richard Hamilton,Tayshaun Prince,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,2,0,2,2,2,0,0,2,0,0,2,2,0,0,4,1.0,1.0,0.0,-1
200611300MIA,2007,MIA,DET,33,34,Antoine Walker,Dorell Wright,Dwyane Wade,Jason Kapono,Udonis Haslem,Antonio McDyess,Chauncey Billups,Nazr Mohammed,Richard Hamilton,Tayshaun Prince,4,2,1,4,1,0,0,0,0,1,5,1,4,1,2,0.25,0.25,0.0,2,3,2,2,2,0,0,1,0,1,2,1,1,0,4,1.0,1.0,0.0,-1
200611300MIA,2007,MIA,DET,35,36,Antoine Walker,Dwyane Wade,Jason Kapono,Jason Williams,Udonis Haslem,Antonio McDyess,Chauncey Billups,Nazr Mohammed,Richard Hamilton,Tayshaun Prince,3,0,1,2,1,1,0,0,1,0,2,1,1,0,2,0.3333333333333333,0.5,0.0,3,0,0,3,0,0,0,0,0,0,3,1,2,2,0,0.0,0.0,0.0,1
200611300MIA,2007,MIA,DET,37,37,Antoine Walker,Dwyane Wade,Jason Kapono,Jason Williams,Udonis Haslem,Antonio McDyess,Chauncey Billups,Rasheed Wallace,Ronald Murray,Tayshaun Prince,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,-1
200611300MIA,2007,MIA,DET,38,39,Alonzo Mourning,Dwyane Wade,James Posey,Jason Kapono,Jason Williams,Antonio McDyess,Lindsey Hunter,Rasheed Wallace,Ronald Murray,Tayshaun Prince,2,0,2,1,1,1,1,1,0,1,2,2,0,0,5,1.0,1.0,1.0,3,0,1,3,1,0,0,0,0,1,1,1,0,0,2,0.3333333333333333,0.3333333333333333,0.0,1
200611300MIA,2007,MIA,DET,40,40,Alonzo Mourning,Dwyane Wade,James Posey,Jason Kapono,Jason Williams,Antonio McDyess,Lindsey Hunter,Rasheed Wallace,Richard Hamilton,Ronald Murray,4,0,1,4,1,0,0,0,0,0,1,0,1,0,2,0.25,0.25,0.0,1,0,1,0,0,1,1,0,0,0,2,2,0,1,3,1.0,0.0,1.0,-1
200611300MIA,2007,MIA,DET,41,43,Alonzo Mourning,Dwyane Wade,James Posey,Jason Kapono,Jason Williams,Antonio McDyess,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,3,2,1,2,1,1,0,0,1,0,1,1,0,1,2,0.3333333333333333,0.5,0.0,4,2,3,1,1,3,2,1,0,1,2,2,0,1,8,0.75,1.0,0.6666666666666666,-1
200611300MIA,2007,MIA,DET,44,45,Dorell Wright,Dwyane Wade,James Posey,Jason Kapono,Udonis Haslem,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,3,2,2,3,2,0,0,1,0,0,3,2,1,0,4,0.6666666666666666,0.6666666666666666,0.0,3,0,1,3,1,0,0,1,0,1,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0.0,1
200611300MIA,2007,MIA,DET,46,47,Dorell Wright,Dwyane Wade,Gary Payton,James Posey,Udonis Haslem,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,3,0,1,2,0,1,1,0,0,0,2,2,0,0,3,0.3333333333333333,0.0,1.0,3,2,0,3,0,0,0,0,1,2,4,2,2,0,0,0.0,0.0,0.0,1
200612050DET,2007,DET,POR,0,7,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Ime Udoka,Jarrett Jack,Joel Przybilla,Martell Webster,Zach Randolph,12,2,6,8,4,4,2,6,1,0,7,5,2,1,14,0.5,0.5,0.5,13,0,5,12,4,1,1,3,1,1,8,5,3,3,11,0.38461538461538464,0.3333333333333333,1.0,1
200612050DET,2007,DET,POR,8,8,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Ime Udoka,Jarrett Jack,Joel Przybilla,Juan Dixon,LaMarcus Aldridge,2,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0.0,0.0,0.0,-1
200612050DET,2007,DET,POR,9,9,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Jarrett Jack,Joel Przybilla,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,1,1,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,-1
200612050DET,2007,DET,POR,10,11,Carlos Delfino,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Jamaal Magloire,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,1,4,1,1,1,0,0,1,0,0,3,3,0,1,2,1.0,1.0,0.0,5,2,1,4,1,1,0,1,0,0,2,0,2,0,2,0.2,0.25,0.0,-1
200612050DET,2007,DET,POR,12,12,Carlos Delfino,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Jamaal Magloire,Juan Dixon,LaMarcus Aldridge,Sergio Rodriguez,Travis Outlaw,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,2,2,0,0,1,0,1,1,1,0,0,4,1.0,1.0,0.0,-1
200612050DET,2007,DET,POR,13,14,Antonio McDyess,Carlos Delfino,Dale Davis,Richard Hamilton,Ronald Murray,Juan Dixon,LaMarcus Aldridge,Sergio Rodriguez,Travis Outlaw,Zach Randolph,4,2,2,2,1,2,1,2,0,0,0,0,0,0,5,0.5,0.5,0.5,2,2,2,2,2,0,0,1,0,0,3,2,1,1,4,1.0,1.0,0.0,1
200612050DET,2007,DET,POR,15,15,Antonio McDyess,Carlos Delfino,Dale Davis,Richard Hamilton,Ronald Murray,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,Zach Randolph,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
200612050DET,2007,DET,POR,16,19,Antonio McDyess,Carlos Delfino,Rasheed Wallace,Ronald Murray,Tayshaun Prince,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,Zach Randolph,6,2,2,4,2,2,0,1,1,0,3,3,0,0,4,0.3333333333333333,0.5,0.0,7,0,2,5,2,2,0,1,2,1,7,5,2,1,4,0.2857142857142857,0.4,0.0,-1
200612050DET,2007,DET,POR,20,22,Antonio McDyess,Chauncey Billups,Rasheed Wallace,Ronald Murray,Tayshaun Prince,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,Zach Randolph,6,0,4,6,4,0,0,2,0,0,2,1,1,0,8,0.6666666666666666,0.6666666666666666,0.0,5,4,3,5,3,0,0,3,0,2,4,1,3,0,6,0.6,0.6,0.0,1
200612050DET,2007,DET,POR,23,23,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,Jarrett Jack,Juan Dixon,Raef LaFrentz,Travis Outlaw,Zach Randolph,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,1,3,2,1,0,0,0.0,0.0,0.0,-1
200612050DET,2007,DET,POR,24,24,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,Ime Udoka,Jarrett Jack,Joel Przybilla,Martell Webster,Zach Randolph,2,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,2,2,0,0,2,0.5,0.5,0.0,-1
200612050DET,2007,DET,POR,25,32,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Ime Udoka,Jarrett Jack,Joel Przybilla,Martell Webster,Zach Randolph,12,2,5,8,4,4,1,4,0,1,9,5,4,2,11,0.4166666666666667,0.5,0.25,11,5,5,9,4,2,1,1,1,2,6,5,1,1,11,0.45454545454545453,0.4444444444444444,0.5,-1
200612050DET,2007,DET,POR,33,35,Antonio McDyess,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Ime Udoka,Jarrett Jack,Joel Przybilla,Juan Dixon,Zach Randolph,6,2,3,3,2,3,1,1,0,1,4,2,2,0,7,0.5,0.6666666666666666,0.3333333333333333,6,2,2,6,2,0,0,1,1,1,4,1,3,1,4,0.3333333333333333,0.3333333333333333,0.0,1
200612050DET,2007,DET,POR,36,36,Antonio McDyess,Chauncey Billups,Dale Davis,Richard Hamilton,Tayshaun Prince,Ime Udoka,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Zach Randolph,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,2,2,0,0,2,1.0,1.0,0.0,-1
200612050DET,2007,DET,POR,37,37,Antonio McDyess,Chauncey Billups,Dale Davis,Richard Hamilton,Ronald Murray,Dan Dickau,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,Zach Randolph,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,4,0,0,4,0,0,0,0,1,1,3,0,3,0,0,0.0,0.0,0.0,1
200612050DET,2007,DET,POR,38,39,Antonio McDyess,Chauncey Billups,Dale Davis,Richard Hamilton,Ronald Murray,Dan Dickau,Ime Udoka,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,2,0,1,2,1,0,0,1,1,3,3,2,1,1,2,0.5,0.5,0.0,4,0,1,1,0,3,1,1,0,0,1,0,1,0,3,0.25,0.0,0.3333333333333333,-1
200612050DET,2007,DET,POR,40,40,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,Dan Dickau,Ime Udoka,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,2,0,0,1,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
200612050DET,2007,DET,POR,41,45,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,Zach Randolph,7,2,4,3,2,4,2,2,1,0,2,2,0,0,10,0.5714285714285714,0.6666666666666666,0.5,7,4,4,6,4,1,0,1,1,1,5,3,2,1,8,0.5714285714285714,0.6666666666666666,0.0,1
200612050DET,2007,DET,POR,46,47,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,Ime Udoka,Jarrett Jack,Juan Dixon,Travis Outlaw,Zach Randolph,5,1,2,3,2,2,0,0,1,0,3,1,2,1,4,0.4,0.6666666666666666,0.0,2,4,1,2,1,0,0,0,0,1,1,1,0,0,2,0.5,0.5,0.0,1
200612080ORL,2007,ORL,DET,0,5,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Tony Battie,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,10,0,3,9,3,1,0,1,0,2,1,1,0,0,6,0.3,0.3333333333333333,0.0,7,1,5,4,3,3,2,4,0,0,8,7,1,3,12,0.7142857142857143,0.75,0.6666666666666666,-1
200612080ORL,2007,ORL,DET,6,9,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Tony Battie,Chauncey Billups,Dale Davis,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,7,0,5,7,5,0,0,2,0,1,5,4,1,1,10,0.7142857142857143,0.7142857142857143,0.0,5,0,1,4,1,1,0,1,0,1,1,1,0,2,2,0.2,0.25,0.0,1
200612080ORL,2007,ORL,DET,10,10,Darko Milicic,Dwight Howard,Grant Hill,Hedo Turkoglu,Jameer Nelson,Dale Davis,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,-1
200612080ORL,2007,ORL,DET,11,12,Darko Milicic,Dwight Howard,Grant Hill,Jameer Nelson,Trevor Ariza,Dale Davis,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,3,0,3,3,3,0,0,2,0,0,1,1,0,0,6,1.0,1.0,0.0,4,2,1,3,1,1,0,0,2,1,2,0,2,1,2,0.25,0.3333333333333333,0.0,1
200612080ORL,2007,ORL,DET,13,13,Darko Milicic,Dwight Howard,Grant Hill,Jameer Nelson,Trevor Ariza,Antonio McDyess,Carlos Delfino,Dale Davis,Richard Hamilton,Ronald Murray,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
200612080ORL,2007,ORL,DET,14,14,Carlos Arroyo,Darko Milicic,Keyon Dooling,Pat Garrity,Trevor Ariza,Antonio McDyess,Carlos Delfino,Jason Maxiell,Richard Hamilton,Ronald Murray,1,2,0,0,0,1,0,0,0,0,3,1,2,1,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,-1
200612080ORL,2007,ORL,DET,15,17,Carlos Arroyo,Darko Milicic,Keyon Dooling,Pat Garrity,Trevor Ariza,Antonio McDyess,Carlos Delfino,Chauncey Billups,Jason Maxiell,Ronald Murray,4,4,1,3,1,1,0,0,0,0,6,4,2,1,2,0.25,0.3333333333333333,0.0,4,6,1,4,1,0,0,0,0,0,4,3,1,0,2,0.25,0.25,0.0,-1
200612080ORL,2007,ORL,DET,18,20,Carlos Arroyo,Dwight Howard,Keyon Dooling,Tony Battie,Trevor Ariza,Antonio McDyess,Carlos Delfino,Chauncey Billups,Jason Maxiell,Ronald Murray,3,4,0,1,0,2,0,0,0,0,2,0,2,2,0,0.0,0.0,0.0,5,0,5,4,4,1,1,2,0,0,1,1,0,0,11,1.0,1.0,1.0,-1
200612080ORL,2007,ORL,DET,21,22,Dwight Howard,Grant Hill,Jameer Nelson,Tony Battie,Trevor Ariza,Antonio McDyess,Carlos Delfino,Chauncey Billups,Jason Maxiell,Ronald Murray,3,0,3,2,2,1,1,2,0,0,2,2,0,0,7,1.0,1.0,1.0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0.0,1
200612080ORL,2007,ORL,DET,23,23,Dwight Howard,Grant Hill,Jameer Nelson,Keith Bogans,Tony Battie,Carlos Delfino,Chauncey Billups,Jason Maxiell,Rasheed Wallace,Ronald Murray,3,0,1,2,1,1,0,1,1,0,1,0,1,0,2,0.3333333333333333,0.5,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
200612080ORL,2007,ORL,DET,24,24,Dwight Howard,Grant Hill,Jameer Nelson,Keith Bogans,Tony Battie,Chauncey Billups,Jason Maxiell,Rasheed Wallace,Ronald Murray,Tayshaun Prince,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1.0,1.0,0.0,-1
200612080ORL,2007,ORL,DET,25,32,Dwight Howard,Grant Hill,Jameer Nelson,Tony Battie,Trevor Ariza,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,10,5,6,9,6,1,0,6,1,2,6,6,0,3,12,0.6,0.6666666666666666,0.0,13,2,5,12,5,1,0,2,0,2,9,6,3,1,10,0.38461538461538464,0.4166666666666667,0.0,1
200612080ORL,2007,ORL,DET,33,33,Darko Milicic,Dwight Howard,Grant Hill,Jameer Nelson,Trevor Ariza,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Ronald Murray,Tayshaun Prince,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4,0,2,3,1,1,1,1,0,0,2,0,2,0,5,0.5,0.3333333333333333,1.0,-1
200612080ORL,2007,ORL,DET,34,34,Darko Milicic,Dwight Howard,Grant Hill,Jameer Nelson,Trevor Ariza,Antonio McDyess,Chauncey Billups,Jason Maxiell,Ronald Murray,Tayshaun Prince,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
200612080ORL,2007,ORL,DET,35,35,Carlos Arroyo,Darko Milicic,Dwight Howard,Keyon Dooling,Trevor Ariza,Antonio McDyess,Chauncey Billups,Jason Maxiell,Ronald Murray,Tayshaun Prince,0,6,0,0,0,0,0,0,0,0,4,2,2,0,0,0.0,0.0,0.0,5,0,2,5,2,0,0,1,1,1,2,1,1,0,4,0.4,0.4,0.0,-1
200612080ORL,2007,ORL,DET,36,38,Carlos Arroyo,Darko Milicic,Dwight Howard,Keith Bogans,Keyon Dooling,Antonio McDyess,Chauncey Billups,Jason Maxiell,Ronald Murray,Tayshaun Prince,6,2,2,4,1,2,1,1,1,0,4,2,2,0,5,0.3333333333333333,0.25,0.5,4,0,2,4,2,0,0,1,0,1,2,2,0,0,4,0.5,0.5,0.0,1
200612080ORL,2007,ORL,DET,39,41,Carlos Arroyo,Darko Milicic,Keith Bogans,Keyon Dooling,Pat Garrity,Antonio McDyess,Jason Maxiell,Richard Hamilton,Ronald Murray,Tayshaun Prince,3,5,0,2,0,1,0,0,0,0,4,2,2,0,0,0.0,0.0,0.0,5,0,2,4,1,1,1,1,1,2,3,2,1,0,5,0.4,0.25,1.0,-1
200612080ORL,2007,ORL,DET,42,44,Carlos Arroyo,Darko Milicic,Dwight Howard,Grant Hill,Keith Bogans,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,4,2,2,3,1,1,1,0,0,1,4,2,2,1,5,0.5,0.3333333333333333,1.0,-1
200612080ORL,2007,ORL,DET,45,47,Darko Milicic,Dwight Howard,Grant Hill,Jameer Nelson,Keith Bogans,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,5,2,1,4,1,1,0,1,1,1,4,2,2,2,2,0.2,0.25,0.0,4,4,3,3,3,1,0,2,0,2,5,3,2,1,6,0.75,1.0,0.0,-1
200612130IND,2007,IND,DET,0,8,Al Harrington,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Stephen Jackson,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,13,2,6,12,5,1,1,2,2,1,7,5,2,3,13,0.46153846153846156,0.4166666666666667,1.0,11,8,5,9,4,2,1,3,1,1,7,6,1,3,11,0.45454545454545453,0.4444444444444444,0.5,1
200612130IND,2007,IND,DET,9,9,Al Harrington,Danny Granger,Jamaal Tinsley,Jeff Foster,Stephen Jackson,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,2,1,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,2,0,1,1,1,1,0,0,0,0,1,1,0,0,2,0.5,1.0,0.0,-1
200612130IND,2007,IND,DET,10,10,Al Harrington,Danny Granger,Jamaal Tinsley,Jeff Foster,Stephen Jackson,Chauncey Billups,Dale Davis,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,2,0,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,2,0,1,2,1,0,0,0,1,0,1,0,1,0,2,0.5,0.5,0.0,1
200612130IND,2007,IND,DET,11,11,Al Harrington,Danny Granger,Maceo Baston,Sarunas Jasikevicius,Stephen Jackson,Chauncey Billups,Dale Davis,Rasheed Wallace,Ronald Murray,Tayshaun Prince,3,0,1,2,1,1,0,0,1,0,1,0,1,0,2,0.3333333333333333,0.5,0.0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,1
200612130IND,2007,IND,DET,12,12,Danny Granger,Jermaine O'Neal,Maceo Baston,Sarunas Jasikevicius,Shawne Williams,Antonio McDyess,Chauncey Billups,Dale Davis,Ronald Murray,Tayshaun Prince,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3,0,0,3,0,0,0,0,0,0,3,1,2,0,0,0.0,0.0,0.0,-1
200612130IND,2007,IND,DET,13,15,Danny Granger,Jermaine O'Neal,Maceo Baston,Sarunas Jasikevicius,Shawne Williams,Antonio McDyess,Carlos Delfino,Dale Davis,Richard Hamilton,Ronald Murray,2,0,1,1,0,1,1,1,0,1,2,2,0,0,3,0.5,0.0,1.0,6,0,2,4,2,2,0,2,0,1,4,2,2,2,4,0.3333333333333333,0.5,0.0,-1
200612130IND,2007,IND,DET,16,17,Danny Granger,Jermaine O'Neal,Maceo Baston,Sarunas Jasikevicius,Shawne Williams,Antonio McDyess,Carlos Delfino,Jason Maxiell,Richard Hamilton,Ronald Murray,3,2,1,1,0,2,1,1,0,0,3,2,1,0,3,0.3333333333333333,0.0,0.5,4,1,1,3,1,1,0,1,0,0,2,1,1,0,2,0.25,0.3333333333333333,0.0,1
200612130IND,2007,IND,DET,18,18,Al Harrington,Danny Granger,Jermaine O'Neal,Maceo Baston,Sarunas Jasikevicius,Antonio McDyess,Carlos Delfino,Jason Maxiell,Richard Hamilton,Ronald Murray,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,3,0,1,3,1,0,0,0,0,0,1,0,1,0,2,0.3333333333333333,0.3333333333333333,0.0,-1
200612130IND,2007,IND,DET,19,19,Al Harrington,Danny Granger,Jeff Foster,Jermaine O'Neal,Sarunas Jasikevicius,Antonio McDyess,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1
200612130IND,2007,IND,DET,20,20,Al Harrington,Danny Granger,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Antonio McDyess,Rasheed Wallace,Richard Hamilton,Ronald Murray,Tayshaun Prince,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1.0,0.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
200612130IND,2007,IND,DET,21,21,Al Harrington,Danny Granger,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Antonio McDyess,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,3,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,-1
200612130IND,2007,IND,DET,22,23,Al Harrington,Danny Granger,Jamaal Tinsley,Jeff Foster,Stephen Jackson,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,1,4,1,1,1,0,0,0,0,2,1,1,0,1,2,1.0,1.0,0.0,6,2,3,4,1,2,2,1,0,1,3,1,2,0,8,0.5,0.25,1.0,-1
200612130IND,2007,IND,DET,24,32,Al Harrington,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Stephen Jackson,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,12,2,7,8,6,4,1,3,1,1,11,8,3,0,15,0.5833333333333334,0.75,0.25,15,2,5,15,5,0,0,2,1,2,8,6,2,1,10,0.3333333333333333,0.3333333333333333,0.0,1
200612130IND,2007,IND,DET,33,33,Danny Granger,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Stephen Jackson,Chauncey Billups,Dale Davis,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1.0,1.0,0.0,-1
200612130IND,2007,IND,DET,34,34,Al Harrington,Danny Granger,Jamaal Tinsley,Maceo Baston,Stephen Jackson,Antonio McDyess,Chauncey Billups,Dale Davis,Richard Hamilton,Tayshaun Prince,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,-1
